,Sales,date,region
28842,1737.0,2020-12-02,east
28843,1548.0,2020-12-02,west
28868,1572.0,2020-12-03,north
28869,1560.0,2020-12-03,south
28870,1746.0,2020-12-03,east
28871,1788.0,2020-12-03,west
28896,1638.0,2020-12-04,north
28897,1626.0,2020-12-04,south
28898,1518.0,2020-12-04,east
28899,1773.0,2020-12-04,west
28924,1707.0,2020-12-05,north
28925,1614.0,2020-12-05,south
28926,1722.0,2020-12-05,east
28927,1524.0,2020-12-05,west
28952,1560.0,2020-12-06,north
28953,1617.0,2020-12-06,south
28954,1566.0,2020-12-06,east
28955,1515.0,2020-12-06,west
28980,1509.0,2020-12-07,north
28981,1545.0,2020-12-07,south
28982,1596.0,2020-12-07,east
28983,1671.0,2020-12-07,west
29008,1686.0,2020-12-08,north
29009,1785.0,2020-12-08,south
29010,1800.0,2020-12-08,east
29011,1590.0,2020-12-08,west
29036,1788.0,2020-12-09,north
29037,1788.0,2020-12-09,south
29038,1584.0,2020-12-09,east
29039,1665.0,2020-12-09,west
29064,1620.0,2020-12-10,north
29065,1725.0,2020-12-10,south
29066,1569.0,2020-12-10,east
29067,1533.0,2020-12-10,west
29092,1503.0,2020-12-11,north
29093,1713.0,2020-12-11,south
29094,1650.0,2020-12-11,east
29095,1776.0,2020-12-11,west
29120,1629.0,2020-12-12,north
29121,1662.0,2020-12-12,south
29122,1623.0,2020-12-12,east
29123,1590.0,2020-12-12,west
29148,1650.0,2020-12-13,north
29149,1647.0,2020-12-13,south
29150,1683.0,2020-12-13,east
29151,1530.0,2020-12-13,west
29176,1746.0,2020-12-14,north
29177,1551.0,2020-12-14,south
29178,1548.0,2020-12-14,east
29179,1767.0,2020-12-14,west
29204,1785.0,2020-12-15,north
29205,1734.0,2020-12-15,south
29206,1578.0,2020-12-15,east
29207,1596.0,2020-12-15,west
29232,1779.0,2020-12-16,north
29233,1770.0,2020-12-16,south
29234,1581.0,2020-12-16,east
29235,1614.0,2020-12-16,west
29260,1506.0,2020-12-17,north
29261,1533.0,2020-12-17,south
29262,1677.0,2020-12-17,east
29263,1737.0,2020-12-17,west
29288,1635.0,2020-12-18,north
29289,1800.0,2020-12-18,south
29290,1794.0,2020-12-18,east
29291,1653.0,2020-12-18,west
29316,1719.0,2020-12-19,north
29317,1674.0,2020-12-19,south
29318,1575.0,2020-12-19,east
29319,1650.0,2020-12-19,west
29344,1707.0,2020-12-20,north
29345,1692.0,2020-12-20,south
29346,1614.0,2020-12-20,east
29347,1563.0,2020-12-20,west
29372,1575.0,2020-12-21,north
29373,1506.0,2020-12-21,south
29374,1599.0,2020-12-21,east
29375,1686.0,2020-12-21,west
29400,1518.0,2020-12-22,north
29401,1677.0,2020-12-22,south
29402,1722.0,2020-12-22,east
29403,1566.0,2020-12-22,west
29428,1677.0,2020-12-23,north
29429,1542.0,2020-12-23,south
29430,1785.0,2020-12-23,east
29431,1671.0,2020-12-23,west
29456,1725.0,2020-12-24,north
29457,1506.0,2020-12-24,south
29458,1563.0,2020-12-24,east
29459,1668.0,2020-12-24,west
29484,1782.0,2020-12-25,north
29485,1557.0,2020-12-25,south
29486,1797.0,2020-12-25,east
29487,1563.0,2020-12-25,west
29512,1554.0,2020-12-26,north
29513,1650.0,2020-12-26,south
29514,1698.0,2020-12-26,east
29515,1737.0,2020-12-26,west
29540,1770.0,2020-12-27,north
29541,1734.0,2020-12-27,south
29542,1770.0,2020-12-27,east
29543,1524.0,2020-12-27,west
29568,1725.0,2020-12-28,north
29569,1536.0,2020-12-28,south
29570,1758.0,2020-12-28,east
29571,1683.0,2020-12-28,west
29596,1518.0,2020-12-29,north
29597,1677.0,2020-12-29,south
29598,1614.0,2020-12-29,east
29599,1767.0,2020-12-29,west
29624,1524.0,2020-12-30,north
29625,1530.0,2020-12-30,south
29626,1584.0,2020-12-30,east
29627,1791.0,2020-12-30,west
29652,1740.0,2020-12-31,north
29653,1698.0,2020-12-31,south
29654,1770.0,2020-12-31,east
29655,1650.0,2020-12-31,west
29680,1536.0,2021-01-01,north
29681,1542.0,2021-01-01,south
29682,1671.0,2021-01-01,east
29683,1752.0,2021-01-01,west
29708,1794.0,2021-01-02,north
29709,1620.0,2021-01-02,south
29710,1584.0,2021-01-02,east
29711,1503.0,2021-01-02,west
29736,1758.0,2021-01-03,north
29737,1578.0,2021-01-03,south
29738,1677.0,2021-01-03,east
29739,1722.0,2021-01-03,west
29764,1590.0,2021-01-04,north
29765,1785.0,2021-01-04,south
29766,1731.0,2021-01-04,east
29767,1686.0,2021-01-04,west
29792,1536.0,2021-01-05,north
29793,1578.0,2021-01-05,south
29794,1683.0,2021-01-05,east
29795,1608.0,2021-01-05,west
29820,1743.0,2021-01-06,north
29821,1743.0,2021-01-06,south
29822,1638.0,2021-01-06,east
29823,1788.0,2021-01-06,west
29848,1716.0,2021-01-07,north
29849,1602.0,2021-01-07,south
29850,1596.0,2021-01-07,east
29851,1797.0,2021-01-07,west
29876,1662.0,2021-01-08,north
29877,1668.0,2021-01-08,south
29878,1662.0,2021-01-08,east
29879,1521.0,2021-01-08,west
29904,1563.0,2021-01-09,north
29905,1647.0,2021-01-09,south
29906,1743.0,2021-01-09,east
29907,1653.0,2021-01-09,west
29932,1731.0,2021-01-10,north
29933,1608.0,2021-01-10,south
29934,1512.0,2021-01-10,east
29935,1545.0,2021-01-10,west
29960,1740.0,2021-01-11,north
29961,1611.0,2021-01-11,south
29962,1536.0,2021-01-11,east
29963,1626.0,2021-01-11,west
29988,1614.0,2021-01-12,north
29989,1572.0,2021-01-12,south
29990,1539.0,2021-01-12,east
29991,1605.0,2021-01-12,west
30016,1545.0,2021-01-13,north
30017,1542.0,2021-01-13,south
30018,1779.0,2021-01-13,east
30019,1680.0,2021-01-13,west
30044,1701.0,2021-01-14,north
30045,1677.0,2021-01-14,south
30046,1614.0,2021-01-14,east
30047,1590.0,2021-01-14,west
30072,2025.0,2021-01-15,north
30073,2195.0,2021-01-15,south
30074,2180.0,2021-01-15,east
30075,2395.0,2021-01-15,west
30100,2110.0,2021-01-16,north
30101,2145.0,2021-01-16,south
30102,2340.0,2021-01-16,east
30103,2390.0,2021-01-16,west
30128,2475.0,2021-01-17,north
30129,2320.0,2021-01-17,south
30130,2105.0,2021-01-17,east
30131,2090.0,2021-01-17,west
30156,2050.0,2021-01-18,north
30157,2410.0,2021-01-18,south
30158,2125.0,2021-01-18,east
30159,2325.0,2021-01-18,west
30184,2335.0,2021-01-19,north
30185,2105.0,2021-01-19,south
30186,2340.0,2021-01-19,east
30187,2420.0,2021-01-19,west
30212,2415.0,2021-01-20,north
30213,2495.0,2021-01-20,south
30214,2070.0,2021-01-20,east
30215,2405.0,2021-01-20,west
30240,2090.0,2021-01-21,north
30241,2145.0,2021-01-21,south
30242,2245.0,2021-01-21,east
30243,2330.0,2021-01-21,west
30268,2460.0,2021-01-22,north
30269,2230.0,2021-01-22,south
30270,2010.0,2021-01-22,east
30271,2380.0,2021-01-22,west
30296,2025.0,2021-01-23,north
30297,2085.0,2021-01-23,south
30298,2420.0,2021-01-23,east
30299,2175.0,2021-01-23,west
30324,2015.0,2021-01-24,north
30325,2445.0,2021-01-24,south
30326,2255.0,2021-01-24,east
30327,2085.0,2021-01-24,west
30352,2210.0,2021-01-25,north
30353,2145.0,2021-01-25,south
30354,2200.0,2021-01-25,east
30355,2160.0,2021-01-25,west
30380,2050.0,2021-01-26,north
30381,2280.0,2021-01-26,south
30382,2165.0,2021-01-26,east
30383,2345.0,2021-01-26,west
30408,2000.0,2021-01-27,north
30409,2010.0,2021-01-27,south
30410,2060.0,2021-01-27,east
30411,2020.0,2021-01-27,west
30436,2140.0,2021-01-28,north
30437,2310.0,2021-01-28,south
30438,2285.0,2021-01-28,east
30439,2005.0,2021-01-28,west
30464,2295.0,2021-01-29,north
30465,2195.0,2021-01-29,south
30466,2465.0,2021-01-29,east
30467,2095.0,2021-01-29,west
30492,2400.0,2021-01-30,north
30493,2290.0,2021-01-30,south
30494,2370.0,2021-01-30,east
30495,2165.0,2021-01-30,west
30520,2430.0,2021-01-31,north
30521,2260.0,2021-01-31,south
30522,2215.0,2021-01-31,east
30523,2145.0,2021-01-31,west
30548,2350.0,2021-02-01,north
30549,2180.0,2021-02-01,south
30550,2290.0,2021-02-01,east
30551,2115.0,2021-02-01,west
30576,2315.0,2021-02-02,north
30577,2100.0,2021-02-02,south
30578,2430.0,2021-02-02,east
30579,2215.0,2021-02-02,west
30604,2000.0,2021-02-03,north
30605,2355.0,2021-02-03,south
30606,2110.0,2021-02-03,east
30607,2240.0,2021-02-03,west
30632,2380.0,2021-02-04,north
30633,2305.0,2021-02-04,south
30634,2300.0,2021-02-04,east
30635,2120.0,2021-02-04,west
30660,2185.0,2021-02-05,north
30661,2295.0,2021-02-05,south
30662,2215.0,2021-02-05,east
30663,2050.0,2021-02-05,west
30688,2225.0,2021-02-06,north
30689,2405.0,2021-02-06,south
30690,2095.0,2021-02-06,east
30691,2200.0,2021-02-06,west
30716,2070.0,2021-02-07,north
30717,2065.0,2021-02-07,south
30718,2080.0,2021-02-07,east
30719,2010.0,2021-02-07,west
30744,2395.0,2021-02-08,north
30745,2345.0,2021-02-08,south
30746,2085.0,2021-02-08,east
30747,2250.0,2021-02-08,west
30772,2045.0,2021-02-09,north
30773,2345.0,2021-02-09,south
30774,2455.0,2021-02-09,east
30775,2260.0,2021-02-09,west
30800,2130.0,2021-02-10,north
30801,2035.0,2021-02-10,south
30802,2045.0,2021-02-10,east
30803,2145.0,2021-02-10,west
30828,2320.0,2021-02-11,north
30829,2350.0,2021-02-11,south
30830,2085.0,2021-02-11,east
30831,2160.0,2021-02-11,west
30856,2375.0,2021-02-12,north
30857,2230.0,2021-02-12,south
30858,2230.0,2021-02-12,east
30859,2130.0,2021-02-12,west
30884,2425.0,2021-02-13,north
30885,2465.0,2021-02-13,south
30886,2105.0,2021-02-13,east
30887,2485.0,2021-02-13,west
30912,2340.0,2021-02-14,north
30913,2240.0,2021-02-14,south
30914,2285.0,2021-02-14,east
30915,2375.0,2021-02-14,west
30940,2110.0,2021-02-15,north
30941,2325.0,2021-02-15,south
30942,2265.0,2021-02-15,east
30943,2175.0,2021-02-15,west
30968,2295.0,2021-02-16,north
30969,2250.0,2021-02-16,south
30970,2180.0,2021-02-16,east
30971,2465.0,2021-02-16,west
30996,2380.0,2021-02-17,north
30997,2130.0,2021-02-17,south
30998,2350.0,2021-02-17,east
30999,2470.0,2021-02-17,west
31024,2005.0,2021-02-18,north
31025,2125.0,2021-02-18,south
31026,2480.0,2021-02-18,east
31027,2240.0,2021-02-18,west
31052,2125.0,2021-02-19,north
31053,2425.0,2021-02-19,south
31054,2050.0,2021-02-19,east
31055,2045.0,2021-02-19,west
31080,2260.0,2021-02-20,north
31081,2105.0,2021-02-20,south
31082,2420.0,2021-02-20,east
31083,2400.0,2021-02-20,west
31108,2345.0,2021-02-21,north
31109,2040.0,2021-02-21,south
31110,2170.0,2021-02-21,east
31111,2445.0,2021-02-21,west
31136,2145.0,2021-02-22,north
31137,2050.0,2021-02-22,south
31138,2200.0,2021-02-22,east
31139,2140.0,2021-02-22,west
31164,2490.0,2021-02-23,north
31165,2370.0,2021-02-23,south
31166,2055.0,2021-02-23,east
31167,2380.0,2021-02-23,west
31192,2330.0,2021-02-24,north
31193,2420.0,2021-02-24,south
31194,2235.0,2021-02-24,east
31195,2045.0,2021-02-24,west
31220,2205.0,2021-02-25,north
31221,2065.0,2021-02-25,south
31222,2300.0,2021-02-25,east
31223,2035.0,2021-02-25,west
31248,2455.0,2021-02-26,north
31249,2350.0,2021-02-26,south
31250,2270.0,2021-02-26,east
31251,2315.0,2021-02-26,west
31276,2000.0,2021-02-27,north
31277,2305.0,2021-02-27,south
31278,2150.0,2021-02-27,east
31279,2305.0,2021-02-27,west
31304,2145.0,2021-02-28,north
31305,2155.0,2021-02-28,south
31306,2290.0,2021-02-28,east
31307,2155.0,2021-02-28,west
31332,2360.0,2021-03-01,north
31333,2430.0,2021-03-01,south
31334,2185.0,2021-03-01,east
31335,2245.0,2021-03-01,west
31360,2370.0,2021-03-02,north
31361,2300.0,2021-03-02,south
31362,2215.0,2021-03-02,east
31363,2225.0,2021-03-02,west
31388,2405.0,2021-03-03,north
31389,2000.0,2021-03-03,south
31390,2025.0,2021-03-03,east
31391,2380.0,2021-03-03,west
31416,2390.0,2021-03-04,north
31417,2335.0,2021-03-04,south
31418,2205.0,2021-03-04,east
31419,2035.0,2021-03-04,west
31444,2080.0,2021-03-05,north
31445,2340.0,2021-03-05,south
31446,2045.0,2021-03-05,east
31447,2005.0,2021-03-05,west
31472,2075.0,2021-03-06,north
31473,2190.0,2021-03-06,south
31474,2305.0,2021-03-06,east
31475,2190.0,2021-03-06,west
31500,2220.0,2021-03-07,north
31501,2025.0,2021-03-07,south
31502,2350.0,2021-03-07,east
31503,2425.0,2021-03-07,west
31528,2170.0,2021-03-08,north
31529,2095.0,2021-03-08,south
31530,2475.0,2021-03-08,east
31531,2395.0,2021-03-08,west
31556,2380.0,2021-03-09,north
31557,2000.0,2021-03-09,south
31558,2180.0,2021-03-09,east
31559,2365.0,2021-03-09,west
31584,2380.0,2021-03-10,north
31585,2320.0,2021-03-10,south
31586,2005.0,2021-03-10,east
31587,2270.0,2021-03-10,west
31612,2005.0,2021-03-11,north
31613,2410.0,2021-03-11,south
31614,2065.0,2021-03-11,east
31615,2170.0,2021-03-11,west
31640,2175.0,2021-03-12,north
31641,2310.0,2021-03-12,south
31642,2490.0,2021-03-12,east
31643,2400.0,2021-03-12,west
31668,2065.0,2021-03-13,north
31669,2165.0,2021-03-13,south
31670,2305.0,2021-03-13,east
31671,2100.0,2021-03-13,west
31696,2245.0,2021-03-14,north
31697,2365.0,2021-03-14,south
31698,2300.0,2021-03-14,east
31699,2340.0,2021-03-14,west
31724,2330.0,2021-03-15,north
31725,2445.0,2021-03-15,south
31726,2390.0,2021-03-15,east
31727,2210.0,2021-03-15,west
31752,2365.0,2021-03-16,north
31753,2500.0,2021-03-16,south
31754,2235.0,2021-03-16,east
31755,2480.0,2021-03-16,west
31780,2065.0,2021-03-17,north
31781,2325.0,2021-03-17,south
31782,2480.0,2021-03-17,east
31783,2265.0,2021-03-17,west
31808,2440.0,2021-03-18,north
31809,2020.0,2021-03-18,south
31810,2115.0,2021-03-18,east
31811,2075.0,2021-03-18,west
31836,2035.0,2021-03-19,north
31837,2495.0,2021-03-19,south
31838,2340.0,2021-03-19,east
31839,2220.0,2021-03-19,west
31864,2380.0,2021-03-20,north
31865,2360.0,2021-03-20,south
31866,2325.0,2021-03-20,east
31867,2340.0,2021-03-20,west
31892,2300.0,2021-03-21,north
31893,2030.0,2021-03-21,south
31894,2110.0,2021-03-21,east
31895,2490.0,2021-03-21,west
31920,2420.0,2021-03-22,north
31921,2030.0,2021-03-22,south
31922,2450.0,2021-03-22,east
31923,2315.0,2021-03-22,west
31948,2470.0,2021-03-23,north
31949,2240.0,2021-03-23,south
31950,2155.0,2021-03-23,east
31951,2005.0,2021-03-23,west
31976,2005.0,2021-03-24,north
31977,2075.0,2021-03-24,south
31978,2080.0,2021-03-24,east
31979,2395.0,2021-03-24,west
32004,2435.0,2021-03-25,north
32005,2055.0,2021-03-25,south
32006,2130.0,2021-03-25,east
32007,2365.0,2021-03-25,west
32032,2320.0,2021-03-26,north
32033,2325.0,2021-03-26,south
32034,2210.0,2021-03-26,east
32035,2225.0,2021-03-26,west
32060,2465.0,2021-03-27,north
32061,2175.0,2021-03-27,south
32062,2145.0,2021-03-27,east
32063,2085.0,2021-03-27,west
32088,2310.0,2021-03-28,north
32089,2070.0,2021-03-28,south
32090,2355.0,2021-03-28,east
32091,2410.0,2021-03-28,west
32116,2475.0,2021-03-29,north
32117,2005.0,2021-03-29,south
32118,2025.0,2021-03-29,east
32119,2265.0,2021-03-29,west
32144,2090.0,2021-03-30,north
32145,2390.0,2021-03-30,south
32146,2410.0,2021-03-30,east
32147,2035.0,2021-03-30,west
32172,2475.0,2021-03-31,north
32173,2135.0,2021-03-31,south
32174,2440.0,2021-03-31,east
32175,2105.0,2021-03-31,west
32200,2405.0,2021-04-01,north
32201,2000.0,2021-04-01,south
32202,2480.0,2021-04-01,east
32203,2495.0,2021-04-01,west
32228,2260.0,2021-04-02,north
32229,2100.0,2021-04-02,south
32230,2480.0,2021-04-02,east
32231,2325.0,2021-04-02,west
32256,2345.0,2021-04-03,north
32257,2005.0,2021-04-03,south
32258,2175.0,2021-04-03,east
32259,2330.0,2021-04-03,west
32284,2480.0,2021-04-04,north
32285,2455.0,2021-04-04,south
32286,2165.0,2021-04-04,east
32287,2355.0,2021-04-04,west
32312,2270.0,2021-04-05,north
32313,2415.0,2021-04-05,south
32314,2150.0,2021-04-05,east
32315,2215.0,2021-04-05,west
32340,2440.0,2021-04-06,north
32341,2435.0,2021-04-06,south
32342,2255.0,2021-04-06,east
32343,2260.0,2021-04-06,west
32368,2020.0,2021-04-07,north
32369,2125.0,2021-04-07,south
32370,2120.0,2021-04-07,east
32371,2070.0,2021-04-07,west
32396,2135.0,2021-04-08,north
32397,2050.0,2021-04-08,south
32398,2400.0,2021-04-08,east
32399,2040.0,2021-04-08,west
32424,2265.0,2021-04-09,north
32425,2340.0,2021-04-09,south
32426,2245.0,2021-04-09,east
32427,2450.0,2021-04-09,west
32452,2385.0,2021-04-10,north
32453,2255.0,2021-04-10,south
32454,2065.0,2021-04-10,east
32455,2295.0,2021-04-10,west
32480,2415.0,2021-04-11,north
32481,2355.0,2021-04-11,south
32482,2425.0,2021-04-11,east
32483,2150.0,2021-04-11,west
32508,2285.0,2021-04-12,north
32509,2315.0,2021-04-12,south
32510,2080.0,2021-04-12,east
32511,2305.0,2021-04-12,west
32536,2115.0,2021-04-13,north
32537,2380.0,2021-04-13,south
32538,2195.0,2021-04-13,east
32539,2325.0,2021-04-13,west
32564,2045.0,2021-04-14,north
32565,2370.0,2021-04-14,south
32566,2485.0,2021-04-14,east
32567,2085.0,2021-04-14,west
32592,2185.0,2021-04-15,north
32593,2275.0,2021-04-15,south
32594,2050.0,2021-04-15,east
32595,2320.0,2021-04-15,west
32620,2335.0,2021-04-16,north
32621,2415.0,2021-04-16,south
32622,2115.0,2021-04-16,east
32623,2380.0,2021-04-16,west
32648,2375.0,2021-04-17,north
32649,2250.0,2021-04-17,south
32650,2415.0,2021-04-17,east
32651,2395.0,2021-04-17,west
32676,2005.0,2021-04-18,north
32677,2215.0,2021-04-18,south
32678,2405.0,2021-04-18,east
32679,2265.0,2021-04-18,west
32704,2160.0,2021-04-19,north
32705,2115.0,2021-04-19,south
32706,2175.0,2021-04-19,east
32707,2420.0,2021-04-19,west
32732,2290.0,2021-04-20,north
32733,2115.0,2021-04-20,south
32734,2110.0,2021-04-20,east
32735,2395.0,2021-04-20,west
32760,2400.0,2021-04-21,north
32761,2195.0,2021-04-21,south
32762,2095.0,2021-04-21,east
32763,2330.0,2021-04-21,west
32788,2235.0,2021-04-22,north
32789,2195.0,2021-04-22,south
32790,2480.0,2021-04-22,east
32791,2270.0,2021-04-22,west
32816,2280.0,2021-04-23,north
32817,2065.0,2021-04-23,south
32818,2065.0,2021-04-23,east
32819,2260.0,2021-04-23,west
32844,2440.0,2021-04-24,north
32845,2130.0,2021-04-24,south
32846,2345.0,2021-04-24,east
32847,2020.0,2021-04-24,west
32872,2275.0,2021-04-25,north
32873,2375.0,2021-04-25,south
32874,2340.0,2021-04-25,east
32875,2300.0,2021-04-25,west
32900,2260.0,2021-04-26,north
32901,2295.0,2021-04-26,south
32902,2295.0,2021-04-26,east
32903,2115.0,2021-04-26,west
32928,2095.0,2021-04-27,north
32929,2010.0,2021-04-27,south
32930,2245.0,2021-04-27,east
32931,2245.0,2021-04-27,west
32956,2385.0,2021-04-28,north
32957,2230.0,2021-04-28,south
32958,2285.0,2021-04-28,east
32959,2115.0,2021-04-28,west
32984,2150.0,2021-04-29,north
32985,2065.0,2021-04-29,south
32986,2110.0,2021-04-29,east
32987,2175.0,2021-04-29,west
33012,2320.0,2021-04-30,north
33013,2435.0,2021-04-30,south
33014,2050.0,2021-04-30,east
33015,2165.0,2021-04-30,west
33040,2460.0,2021-05-01,north
33041,2165.0,2021-05-01,south
33042,2110.0,2021-05-01,east
33043,2320.0,2021-05-01,west
33068,2305.0,2021-05-02,north
33069,2145.0,2021-05-02,south
33070,2460.0,2021-05-02,east
33071,2260.0,2021-05-02,west
33096,2355.0,2021-05-03,north
33097,2070.0,2021-05-03,south
33098,2455.0,2021-05-03,east
33099,2090.0,2021-05-03,west
33124,2270.0,2021-05-04,north
33125,2425.0,2021-05-04,south
33126,2415.0,2021-05-04,east
33127,2065.0,2021-05-04,west
33152,2315.0,2021-05-05,north
33153,2120.0,2021-05-05,south
33154,2330.0,2021-05-05,east
33155,2295.0,2021-05-05,west
33180,2120.0,2021-05-06,north
33181,2050.0,2021-05-06,south
33182,2140.0,2021-05-06,east
33183,2230.0,2021-05-06,west
33208,2090.0,2021-05-07,north
33209,2335.0,2021-05-07,south
33210,2125.0,2021-05-07,east
33211,2380.0,2021-05-07,west
33236,2090.0,2021-05-08,north
33237,2490.0,2021-05-08,south
33238,2200.0,2021-05-08,east
33239,2045.0,2021-05-08,west
33264,2140.0,2021-05-09,north
33265,2115.0,2021-05-09,south
33266,2045.0,2021-05-09,east
33267,2385.0,2021-05-09,west
33292,2250.0,2021-05-10,north
33293,2325.0,2021-05-10,south
33294,2325.0,2021-05-10,east
33295,2400.0,2021-05-10,west
33320,2120.0,2021-05-11,north
33321,2165.0,2021-05-11,south
33322,2175.0,2021-05-11,east
33323,2190.0,2021-05-11,west
33348,2155.0,2021-05-12,north
33349,2325.0,2021-05-12,south
33350,2025.0,2021-05-12,east
33351,2455.0,2021-05-12,west
33376,2330.0,2021-05-13,north
33377,2210.0,2021-05-13,south
33378,2010.0,2021-05-13,east
33379,2320.0,2021-05-13,west
33404,2135.0,2021-05-14,north
33405,2500.0,2021-05-14,south
33406,2140.0,2021-05-14,east
33407,2190.0,2021-05-14,west
33432,2240.0,2021-05-15,north
33433,2180.0,2021-05-15,south
33434,2020.0,2021-05-15,east
33435,2390.0,2021-05-15,west
33460,2375.0,2021-05-16,north
33461,2050.0,2021-05-16,south
33462,2080.0,2021-05-16,east
33463,2055.0,2021-05-16,west
33488,2020.0,2021-05-17,north
33489,2470.0,2021-05-17,south
33490,2220.0,2021-05-17,east
33491,2255.0,2021-05-17,west
33516,2185.0,2021-05-18,north
33517,2455.0,2021-05-18,south
33518,2270.0,2021-05-18,east
33519,2415.0,2021-05-18,west
33544,2400.0,2021-05-19,north
33545,2300.0,2021-05-19,south
33546,2175.0,2021-05-19,east
33547,2020.0,2021-05-19,west
33572,2195.0,2021-05-20,north
33573,2050.0,2021-05-20,south
33574,2055.0,2021-05-20,east
33575,2300.0,2021-05-20,west
33600,2480.0,2021-05-21,north
33601,2240.0,2021-05-21,south
33602,2025.0,2021-05-21,east
33603,2480.0,2021-05-21,west
33628,2430.0,2021-05-22,north
33629,2100.0,2021-05-22,south
33630,2420.0,2021-05-22,east
33631,2410.0,2021-05-22,west
33656,2155.0,2021-05-23,north
33657,2345.0,2021-05-23,south
33658,2045.0,2021-05-23,east
33659,2240.0,2021-05-23,west
33684,2390.0,2021-05-24,north
33685,2210.0,2021-05-24,south
33686,2105.0,2021-05-24,east
33687,2075.0,2021-05-24,west
33712,2020.0,2021-05-25,north
33713,2105.0,2021-05-25,south
33714,2295.0,2021-05-25,east
33715,2005.0,2021-05-25,west
33740,2475.0,2021-05-26,north
33741,2210.0,2021-05-26,south
33742,2040.0,2021-05-26,east
33743,2085.0,2021-05-26,west
33768,2080.0,2021-05-27,north
33769,2260.0,2021-05-27,south
33770,2345.0,2021-05-27,east
33771,2160.0,2021-05-27,west
33796,2205.0,2021-05-28,north
33797,2055.0,2021-05-28,south
33798,2280.0,2021-05-28,east
33799,2205.0,2021-05-28,west
33824,2150.0,2021-05-29,north
33825,2450.0,2021-05-29,south
33826,2005.0,2021-05-29,east
33827,2115.0,2021-05-29,west
33852,2380.0,2021-05-30,north
33853,2225.0,2021-05-30,south
33854,2485.0,2021-05-30,east
33855,2310.0,2021-05-30,west
33880,2395.0,2021-05-31,north
33881,2095.0,2021-05-31,south
33882,2220.0,2021-05-31,east
33883,2130.0,2021-05-31,west
33908,2140.0,2021-06-01,north
33909,2450.0,2021-06-01,south
33910,2055.0,2021-06-01,east
33911,2215.0,2021-06-01,west
33936,2015.0,2021-06-02,north
33937,2350.0,2021-06-02,south
33938,2005.0,2021-06-02,east
33939,2015.0,2021-06-02,west
33964,2375.0,2021-06-03,north
33965,2025.0,2021-06-03,south
33966,2375.0,2021-06-03,east
33967,2300.0,2021-06-03,west
33992,2405.0,2021-06-04,north
33993,2135.0,2021-06-04,south
33994,2315.0,2021-06-04,east
33995,2300.0,2021-06-04,west
34020,2425.0,2021-06-05,north
34021,2400.0,2021-06-05,south
34022,2245.0,2021-06-05,east
34023,2085.0,2021-06-05,west
34048,2020.0,2021-06-06,north
34049,2190.0,2021-06-06,south
34050,2450.0,2021-06-06,east
34051,2245.0,2021-06-06,west
34076,2390.0,2021-06-07,north
34077,2020.0,2021-06-07,south
34078,2360.0,2021-06-07,east
34079,2070.0,2021-06-07,west
34104,2290.0,2021-06-08,north
34105,2035.0,2021-06-08,south
34106,2450.0,2021-06-08,east
34107,2120.0,2021-06-08,west
34132,2480.0,2021-06-09,north
34133,2500.0,2021-06-09,south
34134,2365.0,2021-06-09,east
34135,2330.0,2021-06-09,west
34160,2280.0,2021-06-10,north
34161,2015.0,2021-06-10,south
34162,2500.0,2021-06-10,east
34163,2405.0,2021-06-10,west
34188,2385.0,2021-06-11,north
34189,2090.0,2021-06-11,south
34190,2300.0,2021-06-11,east
34191,2350.0,2021-06-11,west
34216,2095.0,2021-06-12,north
34217,2375.0,2021-06-12,south
34218,2270.0,2021-06-12,east
34219,2365.0,2021-06-12,west
34244,2205.0,2021-06-13,north
34245,2260.0,2021-06-13,south
34246,2135.0,2021-06-13,east
34247,2280.0,2021-06-13,west
34272,2485.0,2021-06-14,north
34273,2025.0,2021-06-14,south
34274,2460.0,2021-06-14,east
34275,2285.0,2021-06-14,west
34300,2090.0,2021-06-15,north
34301,2075.0,2021-06-15,south
34302,2125.0,2021-06-15,east
34303,2085.0,2021-06-15,west
34328,2410.0,2021-06-16,north
34329,2265.0,2021-06-16,south
34330,2145.0,2021-06-16,east
34331,2320.0,2021-06-16,west
34356,2260.0,2021-06-17,north
34357,2460.0,2021-06-17,south
34358,2060.0,2021-06-17,east
34359,2120.0,2021-06-17,west
34384,2325.0,2021-06-18,north
34385,2275.0,2021-06-18,south
34386,2285.0,2021-06-18,east
34387,2150.0,2021-06-18,west
34412,2160.0,2021-06-19,north
34413,2020.0,2021-06-19,south
34414,2430.0,2021-06-19,east
34415,2025.0,2021-06-19,west
34440,2280.0,2021-06-20,north
34441,2425.0,2021-06-20,south
34442,2230.0,2021-06-20,east
34443,2160.0,2021-06-20,west
34468,2360.0,2021-06-21,north
34469,2305.0,2021-06-21,south
34470,2105.0,2021-06-21,east
34471,2290.0,2021-06-21,west
34496,2280.0,2021-06-22,north
34497,2010.0,2021-06-22,south
34498,2095.0,2021-06-22,east
34499,2270.0,2021-06-22,west
34524,2080.0,2021-06-23,north
34525,2345.0,2021-06-23,south
34526,2240.0,2021-06-23,east
34527,2425.0,2021-06-23,west
34552,2390.0,2021-06-24,north
34553,2155.0,2021-06-24,south
34554,2060.0,2021-06-24,east
34555,2055.0,2021-06-24,west
34580,2140.0,2021-06-25,north
34581,2340.0,2021-06-25,south
34582,2030.0,2021-06-25,east
34583,2310.0,2021-06-25,west
34608,2065.0,2021-06-26,north
